resume_text,job_role
"Candidate has experience as a Data Scientist. Skilled in Tableau, Scikit-learn, Leadership, Python, Git, PyTorch. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Data Analysis, Leadership, Docker, Tableau, NumPy. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in NLP, PyTorch, SQL, AWS, Data Analysis, Problem Solving, Power BI, Docker, Excel. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in NLP, Machine Learning, Python, Scikit-learn, Java, Git, AWS, Data Analysis. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Problem Solving, NLP, AWS, Data Analysis, NumPy, Deep Learning, Pandas. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Flask, Java, Git, Data Analysis, Machine Learning, NLP. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Azure, Git, AWS, Pandas, Excel, C++, SQL, Power BI, Deep Learning. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in TensorFlow, NumPy, Deep Learning, Pandas, Problem Solving, Communication, NLP, Azure, Tableau. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Data Analysis, NLP, Azure, Power BI, C++, Docker, Tableau, Flask, Deep Learning, Python. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Power BI, Scikit-learn, NumPy, Git, Java, Communication, NLP, Leadership, Machine Learning. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Git, C++, SQL, Communication, NLP, Java, AWS, NumPy, Scikit-learn, Tableau. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Docker, Python, Tableau, Excel, Leadership. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in Pandas, Tableau, Scikit-learn, Deep Learning, Power BI, SQL, Flask, NLP. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in PyTorch, Tableau, Power BI, Machine Learning, C++, Leadership, Communication, Excel, Flask. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Communication, Machine Learning, NumPy, Java, Power BI, Tableau, Docker, SQL, Problem Solving, Git. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Machine Learning, TensorFlow, SQL, Azure, Java. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Tableau, Data Analysis, Pandas, Scikit-learn, Flask, Communication, Excel, Problem Solving. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Machine Learning, C++, Python, Git, Java, NumPy, Power BI, NLP, TensorFlow. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Python, Deep Learning, Machine Learning, Excel, Pandas. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Flask, TensorFlow, SQL, Power BI, Java, Communication, Leadership. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in Tableau, Git, AWS, Flask, Excel, Leadership, Machine Learning, NLP, Deep Learning. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in Pandas, AWS, Docker, Problem Solving, TensorFlow. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Python, Machine Learning, Problem Solving, Flask, Deep Learning, PyTorch, NLP, SQL, Data Analysis, AWS. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Communication, Azure, Git, Power BI, Docker. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Docker, Excel, Deep Learning, Scikit-learn, C++. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Problem Solving, NumPy, Machine Learning, AWS, SQL, Excel. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Flask, Power BI, Git, Problem Solving, Python, Communication, PyTorch, Java, Pandas. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in Java, Communication, AWS, Excel, Pandas, Tableau, NLP, C++, Deep Learning. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in AWS, Machine Learning, NumPy, PyTorch, SQL, Java, Communication, Git. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in TensorFlow, Deep Learning, Problem Solving, Java, Azure, Python, Docker, Machine Learning, Leadership, Flask. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Scikit-learn, Leadership, Docker, Tableau, C++, Azure, AWS. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Pandas, NLP, Machine Learning, Excel, Docker, PyTorch. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Flask, Java, Deep Learning, Problem Solving, Communication, Data Analysis, TensorFlow, C++, Tableau. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Excel, AWS, Docker, Deep Learning, PyTorch, NumPy, Power BI, Pandas. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in PyTorch, Tableau, TensorFlow, Java, NLP. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in AWS, SQL, Python, Flask, PyTorch, Communication, Data Analysis, Java, Pandas, Power BI. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in SQL, Excel, Communication, PyTorch, Scikit-learn, Flask, NumPy. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in TensorFlow, NLP, Problem Solving, Communication, Python, Deep Learning, Power BI, Tableau, Azure. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in Excel, NumPy, Scikit-learn, Machine Learning, Tableau, NLP. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in SQL, Deep Learning, Git, AWS, NLP, Excel, Data Analysis, Flask, Power BI, NumPy. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in AWS, Deep Learning, Python, C++, Tableau, Azure, Problem Solving, Power BI. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
